Symbol,Timestamp,Open,High,Low,Close,Volume
V,['2022-01-18 00:00:00'],215.88,216.905,214.33,215.71,10169671
V,['2022-01-19 00:00:00'],213,218.23,212.105,214.68,11209477
V,['2022-01-20 00:00:00'],214.72,219.603,213.94,214.35,9311207
V,['2022-01-21 00:00:00'],215.46,215.5998,205.82,205.93,19224907
V,['2022-01-24 00:00:00'],202.18,202.72,199.7205,201.85,5823332
V,['2022-01-25 00:00:00'],199.62,205.38,196.99,202,13282816
V,['2022-01-26 00:00:00'],204.28,210.86,204.25,205.87,8143338
V,['2022-01-27 00:00:00'],209.5,210.96,205.85,206.15,14199601
V,['2022-01-28 00:00:00'],220.64,228.12,216.1,228,28901501
V,['2022-01-31 00:00:00'],225.55,226.38,222.05,226.17,14589720
VZ,['2022-01-03 00:00:00'],52.07,52.56,51.98,52.44,20398016
VZ,['2022-01-04 00:00:00'],52.64,53.71,52.55,53.47,29420233
VZ,['2022-01-05 00:00:00'],53.84,54.64,53.51,54.02,31524074
VZ,['2022-01-06 00:00:00'],54.48,54.55,53.66,53.76,24115565
VZ,['2022-01-07 00:00:00'],53.26,54.36,53.26,54.24,29438109
VZ,['2022-01-10 00:00:00'],54.49,54.83,53.81,53.87,27409129
VZ,['2022-01-11 00:00:00'],53.92,54.08,53.16,53.59,20706500
VZ,['2022-01-12 00:00:00'],53.39,53.66,53.09,53.45,14687966
VZ,['2022-01-13 00:00:00'],53.515,54.03,53.175,53.52,20812717
VZ,['2022-01-14 00:00:00'],53.59,53.7,53.075,53.28,21465074
VZ,['2022-01-18 00:00:00'],53.1,53.57,52.58,53.43,25961581
VZ,['2022-01-19 00:00:00'],53.47,53.68,52.87,53.5,20209066
VZ,['2022-01-20 00:00:00'],53.49,53.94,53.08,53.4,28862438
VZ,['2022-01-21 00:00:00'],53.73,53.9,53.07,53.16,29459208
VZ,['2022-01-24 00:00:00'],53.11,53.71,52.96,52.96,10740460
VZ,['2022-01-25 00:00:00'],53.13,53.85,52.2619,52.9,35365053
VZ,['2022-01-26 00:00:00'],52.62,52.86,50.96,51.02,31450537
VZ,['2022-01-27 00:00:00'],50.91,52.07,50.81,51.19,37290397
VZ,['2022-01-28 00:00:00'],51.44,52.93,51.185,52.9,33278773
VZ,['2022-01-31 00:00:00'],52.52,53.32,52.21,53.23,29792924
WBA,['2022-01-03 00:00:00'],52.26,53.18,52.26,53.06,8398482
WBA,['2022-01-04 00:00:00'],53.18,54.07,53.09,53.48,7664885
WBA,['2022-01-05 00:00:00'],53.69,54.8,53.58,54,8406803
WBA,['2022-01-06 00:00:00'],53.99,54.49,52.29,52.44,13367493
WBA,['2022-01-07 00:00:00'],52.24,54.15,51.9,53.84,8726090
WBA,['2022-01-10 00:00:00'],53.93,54.555,53.16,53.73,7514965
WBA,['2022-01-11 00:00:00'],53.98,55,53.62,54.33,7518229
WBA,['2022-01-12 00:00:00'],54.53,54.67,53.445,53.91,6032200
WBA,['2022-01-13 00:00:00'],54.19,54.715,53.56,54.19,7920771
WBA,['2022-01-14 00:00:00'],54.12,54.39,53.45,54.3,5073658
WBA,['2022-01-18 00:00:00'],54.09,54.35,53.2,53.52,5902612
WBA,['2022-01-19 00:00:00'],53.47,53.845,52.98,53.53,6441434
WBA,['2022-01-20 00:00:00'],53.53,54.27,53.02,53.18,6715118
WBA,['2022-01-21 00:00:00'],53.25,53.455,52.2,52.5,9639722
WBA,['2022-01-24 00:00:00'],52.41,52.77,50.62,52.38,8868953
WBA,['2022-01-25 00:00:00'],51.7,51.87,50.295,50.99,8613082
WBA,['2022-01-26 00:00:00'],50.99,51.51,49.19,49.76,10345681
WBA,['2022-01-27 00:00:00'],50.21,50.73,49.725,50,6605870
WBA,['2022-01-28 00:00:00'],49.94,50.49,49.32,50.46,6348414
WBA,['2022-01-31 00:00:00'],50.04,50.095,49.005,49.76,14324001
WMT,['2022-01-03 00:00:00'],144,144.7899,143.01,144.65,8017398
WMT,['2022-01-04 00:00:00'],144.04,145.1399,141.76,142,13172243
WMT,['2022-01-05 00:00:00'],142.85,145.95,142.7399,143.92,13115814
WMT,['2022-01-06 00:00:00'],143.62,144.64,142.4,143.52,8121528
WMT,['2022-01-07 00:00:00'],143.5,145.36,142.96,144.89,7979498
WMT,['2022-01-10 00:00:00'],145.44,145.59,143.12,144.61,8729400
WMT,['2022-01-11 00:00:00'],144.21,144.62,143.175,144.2,8191726
WMT,['2022-01-12 00:00:00'],143.68,143.9601,143,143.44,7003461
WMT,['2022-01-13 00:00:00'],143.43,145.68,143.11,145.47,8897878
WMT,['2022-01-14 00:00:00'],144.22,146.63,144.22,145.06,9891950
WMT,['2022-01-18 00:00:00'],144.41,144.7,142.13,142.52,7997050
WMT,['2022-01-19 00:00:00'],142.54,144.99,141.92,143.94,8369010
WMT,['2022-01-20 00:00:00'],142.35,144.46,141.07,141.22,8370954
WMT,['2022-01-21 00:00:00'],141.22,142.2616,140.06,140.19,9575185
WMT,['2022-01-24 00:00:00'],139.07,140.25,138.06,140.2,3277713
WMT,['2022-01-25 00:00:00'],139.99,140.37,136.81,137.15,10732993
WMT,['2022-01-26 00:00:00'],137.34,138.79,135.75,135.75,6005017
WMT,['2022-01-27 00:00:00'],136.92,139.08,135.37,135.84,9900019
WMT,['2022-01-28 00:00:00'],136,137.57,133.95,137.52,9296969
WMT,['2022-01-31 00:00:00'],137.09,140.04,136.7,139.81,7906559
